OBJECTID_1,OBJECTID,permit_no,PROJTITLE,START_DATE,FINISH_DAT,STREET_NAM,PAVED_DATE,SHAPE_Length
4549,5934,13-0194-10299,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Kamiloiki Pl,2015/02/19 00:00:00+00,0.000933882689916095
4550,5935,09-0598-6344,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Citron St,2013/01/28 00:00:00+00,0.00122406635934454
4551,5936,09-0598-6401,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Birch St,2013/01/28 00:00:00+00,0.0010978209953858
4552,5937,13-0342-11207,"Rehabilitation of Localized Streets, Phase 10B (Maunawili, Olomana, Pohakupu, Enchanted Lakes Areas)",2013/07/15 00:00:00+00,2015/02/06 00:00:00+00,Lunaapono Pl,2014/02/12 00:00:00+00,0.00130780897063996
4553,5938,10-0402-11038,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kailua Rd,2014/01/13 00:00:00+00,0.00334013112405186
4554,5939,13-0194-10308,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Maniniholo St,2015/03/19 00:00:00+00,0.000497929615564096
4555,5940,06-0577-12812,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Kahowaa Pl,2017/08/31 00:00:00+00,0.00117776475522612
4556,5941,13-0193-10200,"Rehabilitation of Localized Streets, Phase 11B Kuliouou, Hahaione Valley, Mariners Ridge",2014/05/05 00:00:00+00,2015/07/25 00:00:00+00,Kaipuhaa Pl,2015/02/04 00:00:00+00,0.00156773827943833
4557,5942,04-1094-3654,"Rehabilitation of Streets, Unit 25 (Lunalilo Home Road, Wailua Street, Hawaii Kai Dr, Niumalu Loop, Kamilo St, Naakea St, Kukii St, Paoo St, Opai St, Kokomo Pl., Halaula Pl, Naakea Pl., Olohena St, Hoopii Pl.)",2013/03/04 00:00:00+00,2014/03/10 00:00:00+00,Lunalilo Home Rd,2014/01/17 00:00:00+00,0.000601751553479299
4558,5943,11-0011-10072,"Rehabilitation of Localized Streets, Phase 11A Waialae Nui, Waialae Iki, Aina Haina",2014/01/06 00:00:00+00,2015/02/07 00:00:00+00,Poola St,2014/05/08 00:00:00+00,0.00206893128285511
4559,5945,10-0402-10944,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Malolo St,2013/07/03 00:00:00+00,0.00143564136788546
4560,5946,09-0598-6376,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Kaialiu St,2013/01/28 00:00:00+00,0.000722096152760805
4561,5947,06-0577-12887,"Rehabilitation of Localized Streets, Phase 13B (Kaneohe Area: Kokokahi/Mahinui, Pikoiloa, Puohala Village and Waikalua)",2016/08/22 00:00:00+00,2017/06/02 00:00:00+00,Wailele Rd,,0.00110745794746135
4562,5948,09-0771-12038,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Orrick St,2013/01/18 00:00:00+00,0.000482049016752681
4563,5949,14-0103-12834,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Lamaula Rd,2016/08/18 00:00:00+00,0.00154243920568995
4564,5950,14-0103-12828,"Rehabilitation of Localized Streets, Phase 13D (Kaneohe Area: Kahaluu, Waihee Valley, Waiahole and Waikane)",2015/12/08 00:00:00+00,2016/11/01 00:00:00+00,Akakoa Pl,2016/08/18 00:00:00+00,0.00163359769883495
4565,5951,09-0771-12031,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Maliko St,2013/02/13 00:00:00+00,0.000333729284251866
4566,5952,09-0771-12047,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Park Row,2013/03/08 00:00:00+00,0.000903001077657211
4567,5953,09-0771-12042,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Paeko St,2013/02/26 00:00:00+00,0.000434150409264378
4568,5954,11-0169-10726,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,TMK: 7-5-016: parcels 53 & 67,2013/09/26 00:00:00+00,0.00427421680835682
4569,5955,10-0402-11077,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Maluniu Ave,2013/08/08 00:00:00+00,0.000762604049578898
4570,5956,10-0402-11028,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Hualani St,2013/07/05 00:00:00+00,0.000833519255428687
4571,5957,10-0402-11068,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kihapai St,2013/08/15 00:00:00+00,0.000653981661321439
4572,5958,10-0402-11027,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Hualani St,2013/07/05 00:00:00+00,0.00077745659139838
4573,5959,10-0402-11088,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Olomana St,2013/06/26 00:00:00+00,0.000794648361531247
4574,5960,10-0402-11062,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kawainui St,2013/08/01 00:00:00+00,0.000624417549824748
4575,5961,10-0402-11061,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kawainui St,2013/08/01 00:00:00+00,0.000696124601446152
4576,5962,10-0402-11101,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ulupaina St,2013/07/12 00:00:00+00,0.000775590417578112
4577,5963,10-0402-13878,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalolina St,2013/09/05 00:00:00+00,0.000868659602129878
4578,5964,10-0402-11067,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kihapai St,2013/08/23 00:00:00+00,0.00070717421117807
4579,5965,10-0402-11076,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Maluniu Ave,2013/08/07 00:00:00+00,0.000810974355225164
4580,5966,10-0402-11039,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kailua Rd,2013/12/18 00:00:00+00,0.00190660966144977
4581,5967,13-0562-13723,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,1520 Palolo Ave driveway,2015/09/29 00:00:00+00,0.00113359491450878
4582,5968,13-0562-13724,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,1655 Palolo Ave driveway,2015/10/14 00:00:00+00,0.000606982865714133
4583,5969,13-0562-13725,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,1760 Palolo Ave driveway,2015/10/15 00:00:00+00,0.00130102753636246
4584,5970,13-0562-13726,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,1504 Palolo Ave driveway,2015/10/02 00:00:00+00,0.00110979927544659
4585,5971,11-0161-8247,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Meheula Pkwy,2014/06/02 00:00:00+00,0.000227308229283894
4586,5972,11-0161-8247,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Meheula Pkwy,2014/06/02 00:00:00+00,0.00016334203300236
4587,5973,11-0161-8247,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Meheula Pkwy,2014/06/02 00:00:00+00,0.00115990386461781
4588,5974,11-0161-8247,"Rehabilitation of Streets, Unit 68 (Meheula Parkway and Anania Dr)",2014/01/06 00:00:00+00,2015/08/23 00:00:00+00,Meheula Pkwy,2014/06/02 00:00:00+00,0.000218928069890319
4589,5975,08-0587-8115,"Rehabilitation of Streets, Unit 57 (Kaimuki)",2012/07/02 00:00:00+00,2014/09/19 00:00:00+00,10th Ave (only Fwy underpass r/w),2013/12/14 00:00:00+00,0.000683874441793329
4590,5976,08-0587-8115,"Rehabilitation of Streets, Unit 57 (Kaimuki)",2012/07/02 00:00:00+00,2014/09/19 00:00:00+00,10th Ave (only Fwy underpass r/w),2013/12/14 00:00:00+00,0.000451833080624457
4591,5977,10-0352-8249,"Rehabilitation of Streets, Unit 66 (Oahu Ave, Kapahulu Ave, Atkinson Dr)",2014/06/09 00:00:00+00,2016/06/21 00:00:00+00,Kapahulu Ave,2016/02/23 00:00:00+00,0.000230100168522333
4592,5978,10-0352-8250,"Rehabilitation of Streets, Unit 66 (Oahu Ave, Kapahulu Ave, Atkinson Dr)",2014/06/09 00:00:00+00,2016/06/21 00:00:00+00,Oahu Ave,2015/01/27 00:00:00+00,0.000246084058522966
4593,5979,10-0009-13841,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/19 00:00:00+00,0.00156535817818489
4594,5980,10-0009-13841,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/19 00:00:00+00,0.000845028195793591
4595,5981,10-0009-13841,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/19 00:00:00+00,0.000609350408141894
4596,5982,10-0402-13839,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ilihau St,2013/06/06 00:00:00+00,0.000750732039412935
4597,5983,10-0402-13839,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ilihau St,2013/06/06 00:00:00+00,0.000937431801871793
4598,5984,10-0402-13839,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ilihau St,2013/06/06 00:00:00+00,0.00126150618686462
4599,5985,10-0402-13864,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kainalu Dr,2013/08/07 00:00:00+00,0.000832774658415439
4600,5986,10-0402-13865,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kainalu Dr,2013/08/07 00:00:00+00,0.00094647759216332
4601,5987,10-0402-13866,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kainalu Dr,2013/08/07 00:00:00+00,0.000632020816517542
4602,5988,10-0402-13850,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalama St,2013/07/17 00:00:00+00,0.000842253584769103
4603,5989,10-0402-13849,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalama St,2013/07/17 00:00:00+00,0.000657733945584436
4604,5990,10-0402-13848,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalama St,2013/07/17 00:00:00+00,0.000926756632287302
4605,5991,10-0402-13851,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalama St,2013/07/17 00:00:00+00,0.00081513761096278
4606,5992,10-0402-13847,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kalama St,2013/07/17 00:00:00+00,0.000670164632349304
4607,5993,10-0402-13863,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kawainui St,2013/08/01 00:00:00+00,0.000649401260247415
4608,5994,10-0402-13862,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kawainui St,2013/08/01 00:00:00+00,0.000554199031410279
4609,5995,10-0402-13861,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Kawainui St,2013/08/01 00:00:00+00,0.000623800458288718
4610,5996,10-0402-13854,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Keaniani St,2013/07/19 00:00:00+00,0.000637278603274125
4611,5997,10-0402-13855,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Keaniani St,2013/07/19 00:00:00+00,0.000772684513145618
4612,5998,10-0402-13853,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Keaniani St,2013/07/19 00:00:00+00,0.000687751939627416
4613,5999,10-0402-13852,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Keaniani St,2013/07/19 00:00:00+00,0.000656702240844704
4614,6000,10-0402-13856,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Maluniu Ave,2013/08/02 00:00:00+00,0.000771405468846847
4615,6001,10-0402-13868,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Maluniu Ave,2013/08/08 00:00:00+00,0.000440667233053894
4616,6002,10-0402-13870,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Maluniu Ave,2013/08/08 00:00:00+00,0.000727329457381598
4617,6003,10-0402-13843,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Manono St,2013/07/01 00:00:00+00,0.000646677163024588
4618,6004,10-0402-13842,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Manono St,2013/07/01 00:00:00+00,0.000790177271753996
4619,6005,10-0402-13844,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Olomana St,2013/06/28 00:00:00+00,0.00054961666874256
4620,6006,10-0402-13846,"Rehabilitation of Localized Streets, Phase 10A (Kailua Town, Kalaheo Hillside, Waimanalo & Waimalo Beach Areas)",2013/05/20 00:00:00+00,2015/04/24 00:00:00+00,Ulupaina St,2013/07/12 00:00:00+00,0.000863466095577903
4621,6007,13-0194-10293,"Rehabilitation of Localized Streets, Phase 11C (Kalama Valley, Kamehame Ridge, Hawaii Kai)",2014/12/01 00:00:00+00,2015/12/02 00:00:00+00,Kalalea Pl,2015/01/29 00:00:00+00,0.000212180505610444
4622,6008,07-0169-3620,"Rehabilitation of Streets, Unit 47 (Waipio Gentry Area)",2014/02/03 00:00:00+00,2014/11/29 00:00:00+00,Lumikula St,2014/10/03 00:00:00+00,0.000146633288023623
4623,6009,07-0169-3620,"Rehabilitation of Streets, Unit 47 (Waipio Gentry Area)",2014/02/03 00:00:00+00,2014/11/29 00:00:00+00,Lumikula St,2014/10/03 00:00:00+00,5.98928725663219e-05
4624,6010,08-0587-6071,"Rehabilitation of Streets, Unit 57 (Kaimuki)",2012/07/02 00:00:00+00,2014/09/19 00:00:00+00,5th Ave,2014/07/30 00:00:00+00,0.0018238085867384
4625,6011,10-0009-12606,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Lehiwa Dr,2013/06/19 00:00:00+00,0.00515782963577674
4626,6012,10-0009-12606,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Lehiwa Dr,2013/06/19 00:00:00+00,0.000927998782229964
4627,6013,09-0598-6344,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Citron St,2013/01/28 00:00:00+00,6.83685897578736e-05
4628,6014,09-0598-6344,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Citron St,2013/01/28 00:00:00+00,0.000246688762853385
4629,6015,09-0598-9933,"Rehabilitation of Localized Streets, Phase 6A (Moiliili/ McCully/ Makiki)",2012/03/05 00:00:00+00,2013/08/11 00:00:00+00,Waimanu St,2013/01/28 00:00:00+00,0.0016489462799612
4630,6016,09-0624-6306,"Rehabilitation of Localized Streets, Phase 8A (Mililani)",2013/04/01 00:00:00+00,2014/08/10 00:00:00+00,Makohilani St,2014/05/06 00:00:00+00,0.000316708821520502
4631,6017,10-0401-9696,"Rehabilitation of Localized Streets, Phase 9 (East Mililani and Mililani Tech)",2013/05/06 00:00:00+00,2015/07/16 00:00:00+00,Waikalani Pl,2013/09/19 00:00:00+00,0.000703840947427186
4632,6018,11-0169-10727,"Rehabilitation of Localized Streets, Phase 8B (Whitmore, Wahiawa)",2013/04/15 00:00:00+00,2014/03/15 00:00:00+00,TMK: 7-5-026: parcel 25,2013/09/26 00:00:00+00,0.000946566743436095
4633,6019,13-0284-10559,Alewa Drive Resurfacing in Vicinity of 1008 Alewa Drive,2013/03/14 00:00:00+00,2013/05/12 00:00:00+00,Alewa Dr,2013/03/22 00:00:00+00,0.000594130951883779
4634,6020,13-0959-12965,"Rehabilitation of Localized Streets, Phase 13C (North Shore)",2015/04/13 00:00:00+00,2016/04/07 00:00:00+00,Wahinepee St North,2015/09/25 00:00:00+00,0.002685751776862
4635,6021,09-0771-12064,"Rehabilitation of Localized Streets, Phase 7B (Kalihi Valley, Ewa Beach, West Loch, and Ewa Villages Areas)",2012/07/02 00:00:00+00,2014/04/15 00:00:00+00,Manakuke St,2013/04/09 00:00:00+00,0.000747138345430695
4636,6022,13-0562-13671,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Gardenia St,2015/11/12 00:00:00+00,0.00025722605989762
4637,6023,13-0562-13676,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Halekipa Pl,2015/10/15 00:00:00+00,0.000500200473389949
4638,6024,13-0562-13692,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Hanakealoha Pl,2015/10/26 00:00:00+00,0.000617681505670323
4639,6025,13-0562-13696,"Rehabilitation of Localized Streets, Phase 14A (Palolo Valley)",2015/08/03 00:00:00+00,2016/09/09 00:00:00+00,Keanu St,2015/10/13 00:00:00+00,0.000747015622869046
4640,6027,10-0009-12602,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/03 00:00:00+00,0.00137485087480142
4641,6028,10-0009-12607,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/03 00:00:00+00,0.000424044522388433
4642,6029,10-0009-12607,"Rehabilitation Of Streets Indefinite Delivery/Indefinite Quantity (IDIQ)  No. 3 (Slurry Seal/ Paving) Mililani Mauka Streets",2010/06/24 00:00:00+00,2011/06/23 00:00:00+00,Kuaoa St,2013/06/03 00:00:00+00,0.00186982554310432
